Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:14325000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
14325000;1;01/04/2024;;1;1;"796,1559";"553,8165";"740,5112";21;1;1;1;1;"0,0";0;"553,8165";"601,0731";"632,013";"646,3694";"660,8582";"692,0846";"728,631";"751,5046";"760,1571";"767,8825";"770,7878";"768,8504";"767,8825";"763,0504";"764,9817";"765,9481";"767,8825";"774,6686";"790,2717";"794,1925";"796,1559";"790,2717";"782,4541";"776,6119";"776,6119";"773,6976";"767,8825";"755,3451";"736,2232";"737,1745";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
14325000;1;01/03/2024;;1;1;"624,8847";"422,9714";"508,5042";1;23;1;1;1;"0,0";0;"624,8847";"599,3244";"570,7755";"549,0203";"525,3432";"506,7667";"492,1395";"479,5113";"481,3056";"516,0144";"529,0975";"546,1523";"560,5652";"569,0637";"573,3471";"571,6322";"565,6465";"551,8956";"532,8647";"501,2571";"471,4774";"446,0391";"422,9714";"431,4456";"446,0391";"448,6388";"442,5841";"433,1503";"435,7133";"448,6388";"490,3257";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14325000;1;01/02/2024;;1;1;"719,1863";"472,3668";"607,9783";27;12;1;1;1;"0,0";0;"692,0846";"674,5614";"654,5031";"637,3811";"625,7739";"609,8478";"599,3244";"582,8171";"555,7406";"522,5361";"494,8662";"472,3668";"476,826";"493,9565";"521,602";"550,9363";"574,2054";"587,1427";"597,5779";"611,609";"625,7739";"640,0721";"658,1315";"669,9808";"688,3802";"716,3629";"719,1863";"704,1807";"673,6442";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
14325000;1;01/01/2024;;1;1;"1014,8451";"710,7296";"894,9882";5;31;1;1;1;"0,0";0;"978,7928";"985,2177";"1000,2764";"1011,8662";"1014,8451";"1005,6773";"990,585";"969,1879";"947,9836";"932,2073";"938,5047";"943,7659";"950,0953";"962,8063";"973,4519";"970,2532";"963,8687";"942,7127";"925,9273";"887,5882";"853,959";"816,8919";"791,2512";"773,6976";"763,0504";"754,3842";"751,5046";"755,3451";"748,6295";"729,5782";"710,7296";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14325000;2;01/12/2023;;1;1;"963,8688";"423,8152";"671,2662";31;7;1;1;1;;;"493,9565";"495,7768";"495,7768";"492,1394";"470,5888";"442,5841";"423,8152";"428,8948";"456,4822";"495,7768";"540,4382";"566,5001";"590,6127";"623,9961";"647,2711";"680,075";"724,8469";"757,2684";"766,915";"764,9816";"766,915";"780,5046";"794,1926";"815,8994";"837,8469";"860,0336";"882,4584";"892,7301";"915,4995";"940,6078";"963,8688";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14325000;1;01/12/2023;;1;1;"963,8687";"423,8152";"671,0421";31;7;1;1;1;"0,0";0;"493,0476";"495,7768";"496,6881";"492,1395";"471,4774";"442,5841";"423,8152";"428,8948";"456,4822";"495,7768";"539,4886";"566,5";"590,6127";"623,996";"647,271";"679,1548";"723,9023";"757,2684";"766,9151";"765,9481";"765,9481";"779,5308";"793,2116";"814,9076";"837,8469";"860,0336";"881,434";"892,7301";"915,4996";"939,556";"963,8687";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14325000;2;01/11/2023;;1;1;"618,6747";"183,2093";"413,7152";22;4;1;1;1;;;"220,8722";"206,3483";"190,0107";"183,2093";"185,4631";"196,9324";"205,1596";"207,5403";"215,9776";"248,7432";"286,5363";"365,1552";"415,4145";"459,9892";"488,5152";"529,0974";"555,7406";"576,7833";"590,6127";"602,8239";"613,3723";"618,6747";"613,3723";"585,4109";"553,8164";"527,2188";"503,0905";"488,5152";"483,103";"493,9565";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
14325000;1;01/11/2023;;1;1;"617,7897";"183,2093";"413,6432";22;4;1;1;1;"0,0";0;"220,8722";"206,9439";"190,0107";"183,2093";"185,4631";"196,351";"204,5665";"207,5403";"215,9776";"248,7432";"286,5363";"364,3703";"415,4144";"459,9893";"487,6111";"528,1577";"555,7406";"575,9235";"590,6127";"602,8238";"613,3723";"617,7897";"614,2548";"585,4109";"554,7781";"528,1577";"504,0083";"488,5151";"483,1031";"493,0476";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
14325000;2;01/10/2023;;1;1;"410,4131";"145,9394";"258,53";23;13;1;1;1;;;"212,3416";"214,7623";"217,1962";"213,5503";"205,1596";"195,7704";"187,7302";"177,6335";"166,7331";"159,3024";"152,0363";"147,9583";"145,9394";"153,0643";"185,4631";"237,1471";"283,7508";"322,4687";"354,2422";"374,6372";"387,4633";"408,7527";"410,4131";"398,8581";"373,0486";"335,9083";"303,5267";"293,5578";"285,1419";"267,3154";"243,5562";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14325000;1;01/10/2023;;1;1;"410,4132";"145,9394";"258,5636";23;13;1;1;1;"0,0";0;"212,3416";"214,7623";"217,1962";"214,1558";"205,1596";"196,351";"187,7302";"177,6335";"166,7331";"159,8277";"152,5499";"147,9583";"145,9394";"152,5499";"185,4631";"237,1471";"283,0565";"321,7299";"353,4688";"374,6371";"387,4633";"408,7527";"410,4132";"399,6781";"373,0486";"335,9084";"304,2449";"293,5579";"285,1419";"267,3154";"243,5562";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14325000;2;01/09/2023;;1;1;"323,9488";"203,9743";"247,7704";2;22;1;1;1;;;"320,9919";"323,9488";"320,9919";"306,4046";"287,934";"263,281";"244,848";"235,8752";"229,5658";"224,578";"225,82";"243,5562";"253,9833";"260,6079";"267,3154";"268,6668";"270,0216";"263,281";"247,4415";"225,82";"207,5403";"203,9743";"207,5403";"211,1363";"214,7623";"220,8722";"225,82";"223,3394";"219,6435";"213,5503";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
14325000;1;01/09/2023;;1;1;"323,9488";"203,9743";"247,7922";2;22;1;1;1;"0,0";0;"320,9919";"323,9488";"320,9919";"306,4046";"287,934";"263,9513";"244,848";"236,5107";"230,193";"224,578";"225,82";"242,9115";"253,9833";"259,9418";"266,6409";"268,6668";"270,0216";"263,9513";"248,0919";"225,82";"207,5403";"203,9743";"207,5403";"210,5349";"214,7623";"220,2574";"225,1986";"223,9583";"219,6435";"214,1558";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
14325000;2;01/08/2023;;1;1;"862,0624";"315,1174";"667,6025";11;30;1;1;1;;;"717,3035";"732,4229";"747,6722";"764,9816";"788,3144";"811,9349";"827,8411";"837,8469";"845,8872";"855,9818";"862,0624";"860,0336";"847,902";"833,8386";"815,8994";"800,0887";"782,4541";"763,0505";"732,4229";"702,3141";"661,7682";"602,8239";"542,3397";"483,103";"425,5051";"384,2371";"362,0208";"343,49";"329,9023";"315,1174";"315,1174";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14325000;1;01/08/2023;;1;1;"862,0624";"314,3868";"667,7699";11;31;1;1;1;"0,0";0;"717,3035";"731,4742";"747,6721";"764,9817";"788,3143";"811,9348";"826,8432";"837,8469";"845,8871";"854,9702";"862,0624";"860,0336";"847,9021";"834,8399";"816,8919";"801,0731";"783,4296";"763,0504";"732,423";"703,2471";"662,6786";"602,8238";"542,3396";"483,1031";"425,5051";"385,0424";"362,8031";"344,2526";"329,9023";"315,8488";"314,3868";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14325000;2;01/07/2023;;1;1;"698,5872";"387,4633";"554,3335";31;8;1;1;1;;;"439,1421";"447,7714";"449,507";"452,988";"454,7335";"442,5841";"413,7441";"387,4633";"390,7025";"417,088";"467,0427";"530,9795";"580,2281";"587,1428";"601,0731";"625,7739";"640,072";"643,6674";"640,072";"636,4851";"629,336";"629,336";"623,9961";"615,1378";"604,5767";"602,8239";"609,8478";"618,6747";"634,6947";"669,0663";"698,5872";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14325000;1;01/07/2023;;1;1;"697,6567";"388,2719";"554,3567";31;8;1;1;1;"0,0";0;"439,1422";"446,9048";"449,507";"452,9881";"455,6074";"443,4466";"414,5788";"388,2719";"390,7026";"416,2508";"467,0426";"530,0381";"579,3661";"587,1427";"601,0731";"625,7739";"639,1746";"643,6674";"640,9702";"636,4851";"630,2278";"630,2278";"624,8847";"615,1377";"604,5767";"602,8238";"609,8478";"618,6748";"633,8003";"669,0662";"697,6567";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14325000;2;01/06/2023;;1;1;"1225,6227";"435,7133";"828,4038";1;29;1;1;1;;;"1225,6227";"1203,1858";"1184,0878";"1149,397";"1112,0302";"1078,2173";"1053,8925";"1035,7966";"1017,8275";"1000,2764";"978,7928";"957,5017";"928,0187";"900,9826";"876,319";"858,0067";"833,8386";"798,1213";"763,0505";"719,1863";"667,2386";"615,1378";"571,6322";"538,5399";"514,1583";"488,5152";"465,2744";"446,039";"435,7133";"435,7133";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
14325000;1;01/06/2023;;1;1;"1227,2318";"435,7133";"829,1238";1;30;1;1;1;"0,0";0;"1227,2318";"1203,1857";"1184,0878";"1150,9647";"1112,03";"1079,7451";"1055,4062";"1037,2996";"1019,3201";"1001,3556";"979,8624";"957,5016";"929,0651";"900,9826";"877,3411";"859,0199";"833,8386";"798,1213";"763,0504";"719,1863";"668,1522";"616,0212";"572,4894";"539,4886";"515,086";"489,42";"465,2744";"446,9048";"436,5693";"435,7133";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
14325000;2;01/05/2023;;1;1;"1270,9987";"932,2072";"1092,9943";26;14;1;1;1;;;"1105,8508";"1093,5343";"1078,2173";"1069,0692";"1053,8925";"1029,7926";"1000,2764";"983,0742";"974,5192";"972,3853";"963,8688";"951,1519";"938,5048";"932,2072";"932,2072";"944,8196";"983,0742";"1035,7966";"1084,3337";"1127,5387";"1165,1139";"1193,6212";"1228,8418";"1254,7163";"1267,7354";"1270,9987";"1264,4755";"1251,47";"1248,227";"1244,9879";"1238,519";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14325000;1;01/05/2023;;1;1;"1303,3695";"968,1005";"1133,8604";26;14;1;1;1;"0,0";0;"1151,4214";"1138,7299";"1124,737";"1116,3959";"1103,961";"1080,7228";"1052,4653";"1029,9507";"1019,4665";"1016,8565";"1006,4605";"992,2809";"975,6939";"968,1005";"968,1005";"983,3266";"1028,6364";"1084,8";"1130,3204";"1168,4879";"1204,5776";"1231,0125";"1263,8376";"1286,5465";"1300,3";"1303,3695";"1297,2354";"1285,0243";"1281,9834";"1280,4647";"1274,402";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14325000;2;01/04/2023;;1;1;"1149,397";"732,4229";"1013,0699";28;1;1;1;1;;;"732,4229";"792,2311";"849,9191";"890,6718";"913,42";"923,8378";"938,5048";"955,3832";"985,2176";"1026,796";"1047,8464";"1050,8676";"1047,8464";"1050,8676";"1038,8036";"1032,7928";"1072,1151";"1102,7664";"1102,7664";"1084,3337";"1056,9208";"1008,9236";"991,66";"987,3632";"1038,8036";"1108,9387";"1140,0085";"1149,397";"1143,1344";"1127,5387";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
14325000;1;01/04/2023;;1;1;"1190,0548";"736,7525";"1054,2834";28;1;1;1;1;"0,0";0;"736,7525";"802,927";"870,552";"917,2533";"945,5544";"958,0367";"975,6939";"994,8492";"1032,5828";"1076,6556";"1095,722";"1098,4637";"1098,4637";"1099,8364";"1088,8873";"1083,4398";"1119,1718";"1147,1805";"1147,1805";"1131,7192";"1105,3381";"1061,8296";"1040,5059";"1033,9006";"1087,5237";"1152,8372";"1181,3969";"1190,0548";"1184,2782";"1169,9177";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
14325000;2;01/03/2023;;1;1;"1244,9879";"704,1807";"1025,7222";15;31;1;1;1;;;"1155,6732";"1155,6732";"1136,8859";"1115,1246";"1087,3972";"1053,8925";"1029,7926";"1023,8032";"1023,8032";"1023,8032";"1035,7966";"1062,9882";"1146,2639";"1215,9865";"1244,9879";"1232,0642";"1199,9941";"1168,2673";"1093,5343";"1056,9208";"1023,8032";"998,1194";"968,123";"932,2072";"894,7903";"866,1259";"839,8539";"809,9555";"772,7271";"724,8469";"704,1807";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14325000;1;01/03/2023;;1;1;"1278,9471";"704,5484";"1063,289";15;31;1;1;1;"0,0";0;"1194,3994";"1197,3018";"1178,5201";"1159,934";"1133,119";"1103,961";"1080,7228";"1075,3022";"1075,3022";"1075,3022";"1084,8";"1110,8579";"1187,1642";"1251,8353";"1278,9471";"1266,8502";"1236,9384";"1207,4961";"1138,7299";"1105,3381";"1076,6556";"1048,4688";"1011,6497";"968,1005";"923,3575";"890,7111";"858,8355";"825,4472";"783,0089";"728,3507";"704,5484";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14325000;2;01/02/2023;;1;1;"1121,3248";"804,0295";"894,2632";28;15;1;1;1;;;"903,0507";"884,5089";"858,0067";"837,8469";"829,8381";"821,8613";"813,9161";"821,8613";"849,9191";"851,9381";"847,902";"837,8469";"819,8721";"809,9555";"804,0295";"819,8721";"843,8741";"862,0624";"884,5089";"905,1207";"944,8196";"970,2532";"987,3632";"1000,2764";"1017,8275";"1032,7928";"1056,9208";"1121,3248";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
14325000;1;01/02/2023;;1;1;"1162,7806";"817,5183";"922,0428";28;15;1;1;1;"0,0";0;"934,4125";"911,1758";"880,0007";"857,6696";"847,2235";"838,0089";"830,0006";"836,8618";"869,3756";"872,9078";"869,3756";"857,6696";"835,7157";"824,3114";"817,5183";"835,7157";"863,5095";"884,7503";"909,9635";"935,6462";"983,3266";"1014,2509";"1035,2194";"1051,1321";"1069,8998";"1083,4398";"1105,3381";"1162,7806";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
14325000;2;01/01/2023;;1;1;"921,7505";"588,8766";"759,9447";29;6;1;1;1;;;"740,0315";"707,9199";"663,5895";"622,2202";"594,0911";"588,8766";"606,3316";"623,9961";"641,8687";"652,692";"669,0663";"691,1578";"715,4228";"728,631";"732,4229";"738,1263";"753,4239";"768,8505";"782,4541";"790,2717";"798,1213";"813,9161";"845,8872";"884,5089";"900,9826";"911,3422";"913,42";"917,5812";"921,7505";"921,7505";"917,5812";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14325000;1;01/01/2023;;1;1;"956,7836";"582,312";"770,0989";30;6;1;1;1;"0,0";0;"745,2179";"710,7074";"662,4184";"617,2832";"587,7445";"582,312";"600,5502";"618,2217";"638,1488";"649,7236";"667,3442";"691,3248";"717,9377";"731,4939";"735,6988";"742,0359";"759,1107";"777,5345";"791,8207";"801,8118";"809,64";"827,7218";"865,8528";"911,1758";"930,7178";"943,0709";"944,3121";"949,2878";"954,2807";"956,7836";"951,7821";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14325000;2;01/12/2022;;1;1;"759,1937";"481,3056";"613,692";30;10;1;1;1;;;"670,8958";"631,1202";"583,6812";"569,9193";"551,8954";"530,9795";"512,3057";"503,0905";"495,7768";"481,3056";"493,9565";"519,7363";"542,3397";"555,7406";"551,8954";"546,1522";"546,1522";"555,7406";"599,3245";"638,2776";"663,5895";"680,075";"693,0121";"711,6672";"721,0712";"732,4229";"732,4229";"741,9385";"751,5046";"759,1937";"757,2684";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14325000;1;01/12/2022;;1;1;"766,6617";"482,1013";"611,781";30;10;1;1;1;"0,0";0;"669,3213";"626,7109";"577,8103";"562,6764";"545,2095";"526,4133";"510,5286";"501,4784";"494,9634";"482,1013";"493,3434";"515,5101";"535,757";"547,8064";"545,2095";"540,0401";"540,0401";"547,8064";"593,2104";"633,3664";"660,4548";"678,266";"693,3484";"712,7683";"723,1319";"735,6988";"735,6988";"747,3442";"758,036";"766,6617";"764,4992";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
14325000;2;01/11/2022;;1;1;"726,738";"313,6571";"564,7775";3;16;1;1;1;;;"683,7612";"713,544";"726,738";"726,738";"715,4228";"691,1578";"649,0759";"592,3508";"512,3057";"435,7133";"393,955";"377,824";"368,3028";"354,2422";"331,3989";"313,6571";"332,8987";"427,1983";"499,4271";"544,2443";"578,5046";"604,5767";"623,9961";"652,692";"661,7682";"672,7276";"681,9171";"689,3055";"694,8683";"693,0121";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
14325000;1;01/11/2022;;1;1;"731,4939";"331,2097";"567,0297";4;16;2;2;2;"0,0";0;"683,2692";"715,867";"729,3975";"731,4939";"718,9746";"691,3248";"645,8501";"585,93";"509,7014";"441,675";"402,9671";"388,4309";"379,8801";"367,9837";"346,9378";"331,2097";"347,6038";"432,3527";"498,2139";"538,3241";"570,6555";"597,7908";"618,2217";"648,7538";"658,495";"671,3022";"681,265";"688,2966";"695,376";"693,3484";;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0
